date;category;value
2023-06-11;Авиабилеты;9.5
2023-06-04;Авиабилеты;10.2
2023-05-28;Авиабилеты;-0.1
2023-05-21;Авиабилеты;3.1
2023-05-14;Авиабилеты;20.6
2023-05-07;Авиабилеты;36.1
2023-04-30;Авиабилеты;56.1
2023-04-23;Авиабилеты;79.4
2023-04-16;Авиабилеты;59.3
2023-04-09;Авиабилеты;59.9
2023-04-02;Авиабилеты;82.7
2023-03-26;Авиабилеты;118.2
2023-03-19;Авиабилеты;127.5
2023-03-12;Авиабилеты;131.4
2023-03-05;Авиабилеты;48.6
2023-02-26;Авиабилеты;33.3
2023-02-19;Авиабилеты;20.8
2023-02-12;Авиабилеты;22.3
2023-02-05;Авиабилеты;30.1
2023-01-29;Авиабилеты;46.9
2023-01-22;Авиабилеты;-3.2
2023-01-15;Авиабилеты;-2.9
2023-01-08;Авиабилеты;-4.6
2023-01-01;Авиабилеты;19.8
2022-12-25;Авиабилеты;7
2022-12-18;Авиабилеты;5.4
2022-12-11;Авиабилеты;19.9
2022-12-04;Авиабилеты;11.2
2022-11-27;Авиабилеты;27.1
2022-11-20;Авиабилеты;40.8
2022-11-13;Авиабилеты;16.5
2022-11-06;Авиабилеты;51
2022-10-30;Авиабилеты;11.3
2022-10-23;Авиабилеты;-2.1
2022-10-16;Авиабилеты;-8.1
2022-10-09;Авиабилеты;3.6
2022-10-02;Авиабилеты;9.3
2022-09-25;Авиабилеты;48.6
2022-09-18;Авиабилеты;7.5
2022-09-11;Авиабилеты;9.9
2022-09-04;Авиабилеты;14.1
2022-08-28;Авиабилеты;6.5
2022-08-21;Авиабилеты;3.4
2022-08-14;Авиабилеты;5.5
2022-08-07;Авиабилеты;9.9
2022-07-31;Авиабилеты;14.1
2022-07-24;Авиабилеты;16.4
2022-07-17;Авиабилеты;19.9
2022-07-10;Авиабилеты;27.2
2022-07-03;Авиабилеты;25.6
2022-06-26;Авиабилеты;10.7
2022-06-19;Авиабилеты;15.1
2022-06-12;Авиабилеты;-1.6
2022-06-05;Авиабилеты;-2.4
2022-05-29;Авиабилеты;6.2
2022-05-22;Авиабилеты;20.9
2022-05-15;Авиабилеты;-2.8
2022-05-08;Авиабилеты;-1.6
2022-05-01;Авиабилеты;-18.5
2022-04-24;Авиабилеты;-27.8
2022-04-17;Авиабилеты;-22.2
2022-04-10;Авиабилеты;-15.5
2022-04-03;Авиабилеты;-24
2022-03-27;Авиабилеты;-40.2
2022-03-20;Авиабилеты;-43.9
2022-03-13;Авиабилеты;-48.5
2022-03-06;Авиабилеты;-20.3
2022-02-27;Авиабилеты;-19.9
2022-02-20;Авиабилеты;-10.9
2022-02-13;Авиабилеты;-14.8
2022-02-06;Авиабилеты;-25
2022-01-30;Авиабилеты;-17.5
2022-01-23;Авиабилеты;1
2022-01-16;Авиабилеты;2.4
2022-01-09;Авиабилеты;-8.3
2022-01-02;Авиабилеты;0.3
2021-12-26;Авиабилеты;-4.9
2021-12-19;Авиабилеты;5.2
2021-12-12;Авиабилеты;2
2021-12-05;Авиабилеты;3
2021-11-28;Авиабилеты;18.8
2021-11-21;Авиабилеты;23.7
2021-11-14;Авиабилеты;25
2021-11-07;Авиабилеты;6.1
2021-10-31;Авиабилеты;15.2
2021-10-24;Авиабилеты;33.3
2021-10-17;Авиабилеты;36.6
2021-10-10;Авиабилеты;20.9
2021-10-03;Авиабилеты;4.1
2021-09-26;Авиабилеты;-3.6
2021-09-19;Авиабилеты;-5.4
2021-09-12;Авиабилеты;-6.2
2021-09-05;Авиабилеты;-8
2021-08-29;Авиабилеты;-7.5
2021-08-22;Авиабилеты;-4.4
2021-08-15;Авиабилеты;-2.8
2021-08-08;Авиабилеты;-3.6
2021-08-01;Авиабилеты;1.9
2021-07-25;Авиабилеты;0.6
2021-07-18;Авиабилеты;2.4
2021-07-11;Авиабилеты;-5.3
2021-07-04;Авиабилеты;1.4
2021-06-27;Авиабилеты;10.6
2021-06-20;Авиабилеты;46.2
2021-06-13;Авиабилеты;132.4
2021-06-06;Авиабилеты;198
2021-05-30;Авиабилеты;237.8
2021-05-23;Авиабилеты;263
2021-05-16;Авиабилеты;301
2021-05-09;Авиабилеты;495.2
2021-05-02;Авиабилеты;362.9
2021-04-25;Авиабилеты;569.5
2021-04-18;Авиабилеты;575.7
2021-04-11;Авиабилеты;473.9
2021-04-04;Авиабилеты;2534.4
2021-03-28;Авиабилеты;139.5
2021-03-21;Авиабилеты;41.1
2021-03-14;Авиабилеты;-31
2021-03-07;Авиабилеты;-34.2
2021-02-28;Авиабилеты;-43.5
2021-02-21;Авиабилеты;-42.8
2021-02-14;Авиабилеты;-40.1
2021-02-07;Авиабилеты;-38.4
2021-01-31;Авиабилеты;-43.5
2021-01-24;Авиабилеты;-52
2021-01-17;Авиабилеты;-51.7
2021-01-10;Авиабилеты;-42
2021-01-03;Авиабилеты;-23.1
2020-12-27;Авиабилеты;-52.8
2020-12-20;Авиабилеты;-46.5
2020-12-13;Авиабилеты;-50.4
2020-12-06;Авиабилеты;-51.6
2020-11-29;Авиабилеты;-52.7
2020-11-22;Авиабилеты;-59.2
2020-11-15;Авиабилеты;-62
2020-11-08;Авиабилеты;-59.3
2020-11-01;Авиабилеты;-59.3
2020-10-25;Авиабилеты;-60.6
2020-10-18;Авиабилеты;-62.1
2020-10-11;Авиабилеты;-60.2
2020-10-04;Авиабилеты;-55.5
2020-09-27;Авиабилеты;-52.7
2020-09-20;Авиабилеты;-44
2020-09-13;Авиабилеты;-48.7
2020-09-06;Авиабилеты;-48.7
2020-08-30;Авиабилеты;-45.7
2020-08-23;Авиабилеты;-45
2020-08-16;Авиабилеты;-47
2020-08-09;Авиабилеты;-49.6
2020-08-02;Авиабилеты;-53.7
2020-07-26;Авиабилеты;-54.1
2020-07-19;Авиабилеты;-56.2
2020-07-12;Авиабилеты;-56.8
2020-07-05;Авиабилеты;-59.9
2020-06-28;Авиабилеты;-60.5
2020-06-21;Авиабилеты;-68.7
2020-06-14;Авиабилеты;-75.3
2020-06-07;Авиабилеты;-83.4
2020-05-31;Авиабилеты;-84.2
2020-05-24;Авиабилеты;-86.4
2020-05-17;Авиабилеты;-87.3
2020-05-10;Авиабилеты;-91
2020-05-03;Авиабилеты;-86.9
2020-04-26;Авиабилеты;-92.2
2020-04-19;Авиабилеты;-92.4
2020-04-12;Авиабилеты;-91.6
2020-04-05;Авиабилеты;-96.5
2020-03-29;Авиабилеты;-81.4
2020-03-22;Авиабилеты;-65
2020-03-15;Авиабилеты;-30.6
2020-03-08;Авиабилеты;-24.7
2020-03-01;Авиабилеты;-20.1
2020-02-23;Авиабилеты;-12.4
2020-02-16;Авиабилеты;-12.8
2020-02-09;Авиабилеты;-11.9
2020-02-02;Авиабилеты;-16.8
2020-01-26;Авиабилеты;5.4
2020-01-19;Авиабилеты;-5.5
2020-01-12;Авиабилеты;-5.7
2023-06-18;Авиабилеты;8.2
2023-06-11;Авиабилеты;9.5
2023-06-04;Авиабилеты;10.2
2023-05-28;Авиабилеты;-0.1
2023-05-21;Авиабилеты;3.1
2023-05-14;Авиабилеты;20.6
2023-05-07;Авиабилеты;36.1
2022-04-10;Авиабилеты;-15.5
2022-04-03;Авиабилеты;-24
2022-03-27;Авиабилеты;-40.2
2022-03-20;Авиабилеты;-43.9
2022-03-13;Авиабилеты;-48.5
2022-03-06;Авиабилеты;-20.3
2022-02-27;Авиабилеты;-19.9
2022-02-20;Авиабилеты;-10.9
2022-02-13;Авиабилеты;-14.8
2022-02-06;Авиабилеты;-25
2022-01-30;Авиабилеты;-17.5
2022-01-23;Авиабилеты;1
2022-01-16;Авиабилеты;2.4
2022-01-09;Авиабилеты;-8.3
2022-01-02;Авиабилеты;0.3
2021-12-26;Авиабилеты;-4.9
2021-12-19;Авиабилеты;5.2
2021-12-12;Авиабилеты;2
2021-12-05;Авиабилеты;3
2021-11-28;Авиабилеты;18.8
2021-11-21;Авиабилеты;23.7
2021-11-14;Авиабилеты;25
2021-11-07;Авиабилеты;6.1
2021-10-31;Авиабилеты;15.2
2021-10-24;Авиабилеты;33.3
2021-10-17;Авиабилеты;36.6
2021-10-10;Авиабилеты;20.9
2021-10-03;Авиабилеты;4.1
2021-09-26;Авиабилеты;-3.6
2021-09-19;Авиабилеты;-5.4
2021-09-12;Авиабилеты;-6.2
2021-09-05;Авиабилеты;-8
2021-08-29;Авиабилеты;-7.5
2021-08-22;Авиабилеты;-4.4
2021-08-15;Авиабилеты;-2.8
2021-08-08;Авиабилеты;-3.6
2021-08-01;Авиабилеты;1.9
2021-07-25;Авиабилеты;0.6
2021-07-18;Авиабилеты;2.4
2021-07-11;Авиабилеты;-5.3
2021-07-04;Авиабилеты;1.4
2021-06-27;Авиабилеты;10.6
2021-06-20;Авиабилеты;46.2
2021-06-13;Авиабилеты;132.4
2021-06-06;Авиабилеты;198
2021-05-30;Авиабилеты;237.8
2021-05-23;Авиабилеты;263
2021-05-16;Авиабилеты;301
2021-05-09;Авиабилеты;495.2
2021-05-02;Авиабилеты;362.9
2021-04-25;Авиабилеты;569.5
2021-04-18;Авиабилеты;575.7
2021-04-11;Авиабилеты;473.9
2021-04-04;Авиабилеты;2534.4
2021-03-28;Авиабилеты;139.5
2021-03-21;Авиабилеты;41.1
2021-03-14;Авиабилеты;-31
2021-03-07;Авиабилеты;-34.2
2021-02-28;Авиабилеты;-43.5
2021-02-21;Авиабилеты;-42.8
2021-02-14;Авиабилеты;-40.1
2021-02-07;Авиабилеты;-38.4
2021-01-31;Авиабилеты;-43.5
2021-01-24;Авиабилеты;-52
2021-01-17;Авиабилеты;-51.7
2021-01-10;Авиабилеты;-42
2021-01-03;Авиабилеты;-23.1
2020-12-27;Авиабилеты;-52.8
2020-12-20;Авиабилеты;-46.5
2020-12-13;Авиабилеты;-50.4
2020-12-06;Авиабилеты;-51.6
2020-11-29;Авиабилеты;-52.7
2020-11-22;Авиабилеты;-59.2
2020-11-15;Авиабилеты;-62
2020-11-08;Авиабилеты;-59.3
2020-11-01;Авиабилеты;-59.3
2020-10-25;Авиабилеты;-60.6
2020-10-18;Авиабилеты;-62.1
2020-10-11;Авиабилеты;-60.2
2020-10-04;Авиабилеты;-55.5
2020-09-27;Авиабилеты;-52.7
2020-09-20;Авиабилеты;-44
2020-09-13;Авиабилеты;-48.7
2020-09-06;Авиабилеты;-48.7
2020-08-30;Авиабилеты;-45.7
2020-08-23;Авиабилеты;-45
2020-08-16;Авиабилеты;-47
2020-08-09;Авиабилеты;-49.6
2020-08-02;Авиабилеты;-53.7
2020-07-26;Авиабилеты;-54.1
2020-07-19;Авиабилеты;-56.2
2020-07-12;Авиабилеты;-56.8
2020-07-05;Авиабилеты;-59.9
2020-06-28;Авиабилеты;-60.5
2020-06-21;Авиабилеты;-68.7
2020-06-14;Авиабилеты;-75.3
2020-06-07;Авиабилеты;-83.4
2020-05-31;Авиабилеты;-84.2
2020-05-24;Авиабилеты;-86.4
2020-05-17;Авиабилеты;-87.3
2020-05-10;Авиабилеты;-91
2020-05-03;Авиабилеты;-86.9
2020-04-26;Авиабилеты;-92.2
2020-04-19;Авиабилеты;-92.4
2020-04-12;Авиабилеты;-91.6
2020-04-05;Авиабилеты;-96.5
2020-03-29;Авиабилеты;-81.4
2020-03-22;Авиабилеты;-65
2020-03-15;Авиабилеты;-30.6
2020-03-08;Авиабилеты;-24.7
2020-03-01;Авиабилеты;-20.1
2020-02-23;Авиабилеты;-12.4
2020-02-16;Авиабилеты;-12.8
2020-02-09;Авиабилеты;-11.9
2020-02-02;Авиабилеты;-16.8
2020-01-26;Авиабилеты;5.4
2020-01-19;Авиабилеты;-5.5
2020-01-12;Авиабилеты;-5.7
2024-04-07;Авиабилеты;-3.5
2024-03-31;Авиабилеты;-9
2024-03-24;Авиабилеты;-4.9
2024-03-17;Авиабилеты;0.4
2024-03-10;Авиабилеты;7.9
2024-03-03;Авиабилеты;12.7
2024-02-25;Авиабилеты;24.3
2024-02-18;Авиабилеты;13
2024-02-11;Авиабилеты;13.8
2024-02-04;Авиабилеты;3.3
2024-01-28;Авиабилеты;1.2
2024-01-21;Авиабилеты;11.2
2024-01-14;Авиабилеты;9.2
2023-04-30;Авиабилеты;56.1
2023-04-23;Авиабилеты;79.4
2023-04-16;Авиабилеты;59.3
2023-04-09;Авиабилеты;59.9
2023-04-02;Авиабилеты;82.7
2023-03-26;Авиабилеты;118.2
2023-03-19;Авиабилеты;127.5
2023-03-12;Авиабилеты;131.4
2023-03-05;Авиабилеты;48.6
2023-02-26;Авиабилеты;33.3
2023-02-19;Авиабилеты;20.8
2023-02-12;Авиабилеты;22.3
2023-02-05;Авиабилеты;30.1
2023-01-29;Авиабилеты;46.9
2023-01-22;Авиабилеты;-3.2
2023-01-15;Авиабилеты;-2.9
2023-01-08;Авиабилеты;-4.6
2023-01-01;Авиабилеты;19.8
2022-12-25;Авиабилеты;7
2022-12-18;Авиабилеты;5.4
2022-12-11;Авиабилеты;19.9
2022-12-04;Авиабилеты;11.2
2022-11-27;Авиабилеты;27.1
2022-11-20;Авиабилеты;40.8
2022-11-13;Авиабилеты;16.5
2022-11-06;Авиабилеты;51
2022-10-30;Авиабилеты;11.3
2022-10-23;Авиабилеты;-2.1
2022-10-16;Авиабилеты;-8.1
2022-10-09;Авиабилеты;3.6
2022-10-02;Авиабилеты;9.3
2022-09-25;Авиабилеты;48.6
2022-09-18;Авиабилеты;7.5
2022-09-11;Авиабилеты;9.9
2022-09-04;Авиабилеты;14.1
2022-08-28;Авиабилеты;6.5
2022-08-21;Авиабилеты;3.4
2022-08-14;Авиабилеты;5.5
2022-08-07;Авиабилеты;9.9
2022-07-31;Авиабилеты;14.1
2022-07-24;Авиабилеты;16.4
2022-07-17;Авиабилеты;19.9
2022-07-10;Авиабилеты;27.2
2022-07-03;Авиабилеты;25.6
2022-06-26;Авиабилеты;10.7
2022-06-19;Авиабилеты;15.1
2022-06-12;Авиабилеты;-1.6
2022-06-05;Авиабилеты;-2.4
2022-05-29;Авиабилеты;6.2
2022-05-22;Авиабилеты;20.9
2022-05-15;Авиабилеты;-2.8
2022-05-08;Авиабилеты;-1.6
2022-05-01;Авиабилеты;-18.5
2022-04-24;Авиабилеты;-27.8
2022-04-17;Авиабилеты;-22.2
2023-12-24;Бытовая техника и электроника;-3.2
2023-12-17;Бытовая техника и электроника;-2.4
2023-12-10;Бытовая техника и электроника;-3.6
2023-12-03;Бытовая техника и электроника;0.9
2023-11-26;Бытовая техника и электроника;1.2
2023-11-19;Бытовая техника и электроника;-1.8
2023-11-12;Бытовая техника и электроника;6
2023-11-05;Бытовая техника и электроника;1.6
2023-10-29;Бытовая техника и электроника;4.6
2023-10-22;Бытовая техника и электроника;10.6
2023-10-15;Бытовая техника и электроника;15.2
2023-10-08;Бытовая техника и электроника;24.5
2023-10-01;Бытовая техника и электроника;24.7
2023-09-24;Бытовая техника и электроника;13.2
2023-09-17;Бытовая техника и электроника;12.3
2023-09-10;Бытовая техника и электроника;15.5
2023-09-03;Бытовая техника и электроника;23.9
2023-08-27;Бытовая техника и электроника;20.7
2023-08-20;Бытовая техника и электроника;23.3
2023-08-13;Бытовая техника и электроника;29.2
2023-08-06;Бытовая техника и электроника;22.8
2023-07-30;Бытовая техника и электроника;7.3
2023-07-23;Бытовая техника и электроника;5.8
2023-07-16;Бытовая техника и электроника;11.4
2023-07-09;Бытовая техника и электроника;14.4
2023-07-02;Бытовая техника и электроника;8.2
2023-06-25;Бытовая техника и электроника;6.6
2023-06-18;Бытовая техника и электроника;7.9
2023-06-11;Бытовая техника и электроника;2.5
2023-06-04;Бытовая техника и электроника;0.8
2023-05-28;Бытовая техника и электроника;-4.1
2023-05-21;Бытовая техника и электроника;-0.6
2023-05-14;Бытовая техника и электроника;3.4
2023-05-07;Бытовая техника и электроника;4.1
2023-04-30;Бытовая техника и электроника;5.5
2023-04-23;Бытовая техника и электроника;1.6
2023-04-16;Бытовая техника и электроника;3.6
2023-04-09;Бытовая техника и электроника;9.4
2023-04-02;Бытовая техника и электроника;32
2023-03-26;Бытовая техника и электроника;-1.9
